time,A3364,time,B3085,time,C2805,time,D1964,,,,,,,time,,,,,,,,,,,
110,0.432221,110,0.433314,110,0.434419,110,0.432169,10.804225,,1.080219259,0.400075259,10.00188148,1.080219259,110,10.05045898,251.2614745,99.0851  0.3039,,,23.19733557,0.463726,,0.05306,10.05045898,402.0183592
110.5,0.432595,110.5,0.433688,110.5,0.434492,110.5,0.432737,10.818425,,1.068808362,0.404878008,10.12195019,1.068808362,110.5,10.05469936,251.367484,99.6397  0.3054,,,23.18278315,0.4640966,,0.053341667,10.05469936,402.1879744
111,0.43245,111,0.433886,111,0.434651,111,0.432459,10.811475,,1.077087878,0.401507629,10.03769072,1.077087878,111,10.10196639,252.5491598,100.1944  0.3039,,,23.16879575,0.4647048,,0.053606667,10.10196639,404.0786556
111.5,0.432661,111.5,0.433739,111.5,0.434855,111.5,0.432572,10.8143,,1.077087878,0.401612541,10.04031354,1.077087878,111.5,10.16871573,254.2178933,100.749  0.3023,,,23.15441886,0.464525,,0.05389,10.16871573,406.7486292
112,0.43266,112,0.43367,112,0.434682,112,0.432454,10.81135,,1.07910165,0.40075372,10.01884299,1.07910165,112,10.17070265,254.2675663,101.3038  0.3023,,,23.13989697,0.4654822,,0.054171667,10.17070265,406.828106
112.5,0.433371,112.5,0.433897,112.5,0.43484,112.5,0.433275,10.831875,,1.050514573,0.412440733,10.31101831,1.050514573,112.5,10.18299607,254.5749018,101.8585  0.3023,,,23.12485886,0.4655036,,0.054436667,10.18299607,407.3198428
113,0.432794,113,0.434015,113,0.435262,113,0.433009,10.825225,,1.050514573,0.412187523,10.30468808,1.050514573,113,10.15366155,253.8415388,101.8585  0.3039,,,23.10945373,0.4663794,,0.05472,10.15366155,406.146462
113.5,0.432926,113.5,0.434093,113.5,0.435473,113.5,0.432846,10.82115,,1.076917664,0.401930449,10.04826122,1.076917664,113.5,10.12575676,253.1439189,102.4131  0.3054,,,23.09517551,0.4663488,,0.054985,10.12575676,405.0302704
114,0.433235,114,0.434691,114,0.435507,114,0.433697,10.842425,,1.076917664,0.402720667,10.06801668,1.076917664,114,10.14946981,253.7367452,102.4131  0.3072,,,23.07997246,0.4671694,,0.055266667,10.14946981,405.9787924
114.5,0.43358,114.5,0.434643,114.5,0.435342,114.5,0.433527,10.838175,,1.063224934,0.407747209,10.19368024,1.063224934,114.5,10.18585659,254.6464148,102.9677  0.3088,,,23.06461099,0.467372,,0.05555,10.18585659,407.4342636
115,0.433286,115,0.434497,115,0.435787,115,0.433501,10.837525,,1.063224934,0.407722756,10.19306889,1.063224934,115,10.18939716,254.734929,102.9677  0.3104,,,23.04892273,0.4677366,,0.055815,10.18939716,407.5758864
115.5,0.433632,115.5,0.435048,115.5,0.435871,115.5,0.433431,10.835775,,1.068288852,0.405724537,10.14311343,1.068288852,115.5,10.18466316,254.6165789,103.5224  0.3121,,,23.03409957,0.468812,,0.056098333,10.18466316,407.3865264
116,0.434227,116,0.435118,116,0.435759,116,0.433799,10.844975,,1.061820849,0.408542553,10.21356381,1.061820849,116,10.38631428,259.6578571,103.5224  0.3136,,,23.01911274,0.4684938,,0.05638,10.38631428,415.4525712
116.5,0.433731,116.5,0.434356,116.5,0.435433,116.5,0.433556,10.8389,,1.061820849,0.4083137,10.20784251,1.061820849,116.5,10.35101795,258.7754487,104.077  0.3153,,,23.0033875,0.4693276,,0.056648333,10.35101795,414.040718
117,0.433793,117,0.434876,117,0.436323,117,0.433639,10.840975,,1.065542895,0.406965315,10.17413288,1.065542895,117,10.43097736,260.7744339,104.077  0.317,,,22.98912974,0.4693046,,0.05693,10.43097736,417.2390944
117.5,0.433987,117.5,0.43498,117.5,0.436303,117.5,0.433514,10.83785,,0.989783488,0.437988717,10.94971793,0.989783488,117.5,10.39321937,259.8304842,104.077  0.3186,,,22.97428292,0.4699446,,0.057195,10.39321937,415.7287748
118,0.434032,118,0.435308,118,0.436271,118,0.434189,10.854725,,1.077672471,0.402895139,10.07237848,1.077672471,118,10.16416972,254.1042431,104.6316  0.3202,,,22.9584008,0.4703744,,0.057476667,10.16416972,406.5667888
118.5,0.434072,118.5,0.435155,118.5,0.43608,118.5,0.434141,10.853525,,1.03095125,0.421107206,10.52768014,1.03095125,118.5,10.1503126,253.757815,104.6316  0.3219,,,22.94393572,0.4710896,,0.05776,10.1503126,406.012504
119,0.434274,119,0.435393,119,0.436508,119,0.433887,10.847175,,1.082217477,0.400924037,10.02310093,1.082217477,119,10.02362728,250.5906819,105.1863  0.3235,,,22.9288307,0.4709638,,0.058025,10.02362728,400.9450912
119.5,0.434535,119.5,0.43556,119.5,0.436764,119.5,0.434338,10.85845,,1.082217477,0.401340774,10.03351935,1.082217477,119.5,10.03882147,250.9705366,105.7409  0.3235,,,22.91227939,0.4715034,,0.058306667,10.03882147,401.5528588
120,0.434924,120,0.43572,120,0.43695,120,0.434444,10.8611,,1.08427216,0.400678,10.01694999,1.08427216,120,10.05219949,251.3049872,106.2955  0.3251,,,22.89650962,0.4716264,,0.058571667,10.05219949,402.0879796
120.5,0.434622,120.5,0.435648,120.5,0.43651,120.5,0.434617,10.865425,,1.08427216,0.400837554,10.02093884,1.08427216,120.5,10.0703588,251.75897,106.8502  0.3251,,,22.88163024,0.4722726,,0.058855,10.0703588,402.814352
121,0.43463,121,0.435797,121,0.436774,121,0.434849,10.871225,,1.078079817,0.403355107,10.08387768,1.078079817,121,10.08826933,252.2067332,107.4049  0.3267,,,22.86602849,0.4727462,,0.059136667,10.08826933,403.5307732
121.5,0.434968,121.5,0.435776,121.5,0.436969,121.5,0.434985,10.874625,,1.078079817,0.403481257,10.08703143,1.078079817,121.5,10.08323741,252.0809352,107.9596  0.3284,,,22.8504325,0.4730926,,0.059403333,10.08323741,403.3294964
122,0.434677,122,0.435864,122,0.436927,122,0.434763,10.869075,,1.077256655,0.403583489,10.08958724,1.08427216,122,10.07106519,251.7766297,108.5143  0.3284,,,22.83379482,0.4734348,,0.059686667,10.07106519,402.8426076
122.5,0.435066,122.5,0.436139,122.5,0.436746,122.5,0.434892,10.8723,,1.077256655,0.403703238,10.09258095,1.08427216,122.5,10.05565563,251.3913907,109.0689  0.3284,,,22.81753661,0.4734856,,0.05997,10.05565563,402.2262252
123,0.435142,123,0.436493,123,0.437768,123,0.434754,10.86885,,1.08,0.40255,10.06375,1.078079817,123,10.03902541,250.9756353,109.6236  0.3284,,,22.80223811,0.4745,,0.060235,10.03902541,401.5610164
123.5,0.435053,123.5,0.436179,123.5,0.437353,123.5,0.434861,10.871525,,1.083,0.401533703,10.03834257,1.08,123.5,10.0494177,251.2354425,109.6236  0.33,,,22.78604299,0.4747662,,0.060518333,10.0494177,401.976708
124,0.43547,124,0.436457,124,0.437493,124,0.435326,10.88315,,1.085281747,0.40111796,10.02794899,1.085281747,124,10.12151632,253.0379081,110.1782  0.3316,,,22.7698631,0.4750868,,0.060783333,10.12151632,404.8606528
124.5,0.435346,124.5,0.43639,124.5,0.437805,124.5,0.435244,10.8811,,1.085281747,0.401042403,10.02606008,1.085281747,124.5,10.15951343,253.9878357,110.1782  0.3333,,,22.75342184,0.47552,,0.061066667,10.15951343,406.3805372
125,0.435624,125,0.436399,125,0.437494,125,0.435919,10.897975,,1.078439467,0.404212766,10.10531915,1.078439467,125,10.19667456,254.9168639,110.7328  0.3349,,,22.73674898,0.476095,,0.061348333,10.19667456,407.8669824
125.5,0.435144,125.5,0.436314,125.5,0.437499,125.5,0.435871,10.896775,,1.055200199,0.413069482,10.32673706,1.055200199,125.5,10.22112795,255.5281986,111.2875  0.3365,,,22.72015176,0.4766536,,0.061613333,10.22112795,408.845118
126,0.435434,126,0.436493,126,0.437409,126,0.435771,10.894275,,1.070171118,0.407197496,10.17993741,1.070171118,126,10.23069122,255.7672804,111.8422  0.3382,,,22.70294727,0.4772074,,0.061895,10.23069122,409.2276488
126.5,0.435929,126.5,0.436819,126.5,0.438124,126.5,0.435547,10.888675,,1.070171118,0.406988184,10.1747046,1.070171118,126.5,10.26529214,256.6323034,111.8422  0.3397,,,22.68558342,0.4778926,,0.062163333,10.26529214,410.6116856
127,0.435224,127,0.436552,127,0.437634,127,0.435207,10.880175,,1.066356315,0.408125308,10.20313271,1.066356315,127,10.30385944,257.5964861,112.3969  0.3397,,,22.66826709,0.477612,,0.062446667,10.30385944,412.1543776
127.5,0.435455,127.5,0.436207,127.5,0.43783,127.5,0.435609,10.890225,,1.050673936,0.414599606,10.36499015,1.050673936,127.5,10.28316592,257.0791481,112.9515  0.3414,,,22.65171487,0.4780358,,0.062728333,10.28316592,411.3266368
128,0.436216,128,0.436789,128,0.437956,128,0.435723,10.893075,,1.055700225,0.412733643,10.31834108,1.055700225,128,10.38213047,259.5532617,112.9515  0.3431,,,22.63458928,0.4782348,,0.062993333,10.38213047,415.2852188
128.5,0.43564,128.5,0.43675,128.5,0.437634,128.5,0.436172,10.9043,,1.055700225,0.413158953,10.32897383,1.055700225,128.5,10.49771772,262.442943,113.5061  0.3447,,,22.61761612,0.4787296,,0.063278333,10.49771772,419.9087088
129,0.436422,129,0.437085,129,0.437762,129,0.435969,10.899225,,1.076960354,0.404814345,10.12035862,1.076960354,129,10.48709617,262.1774043,114.0608  0.3447,,,22.60002713,0.479595,,0.06356,10.48709617,419.4838468
129.5,0.435426,129.5,0.437009,129.5,0.437998,129.5,0.435494,10.88735,,1.011755733,0.430433933,10.76084834,1.011755733,129.5,10.47786866,261.9467166,114.6155  0.3447,,,22.58317703,0.4800474,,0.063825,10.47786866,419.1147464
130,0.436246,130,0.437169,130,0.437937,130,0.436297,10.907425,,1.011755733,0.431227603,10.78069008,1.011755733,130,10.3115647,257.7891175,115.1701  0.3463,,,22.56554992,0.480521,,0.064108333,10.3115647,412.462588
130.5,0.436516,130.5,0.436928,130.5,0.437854,130.5,0.436153,10.903825,,1.060014396,0.411459506,10.28648765,1.060014396,130.5,10.1555775,253.8894375,115.1701  0.3479,,,22.54789142,0.480893,,0.064391667,10.1555775,406.2231
131,0.435971,131,0.437156,131,0.437915,131,0.436148,10.9037,,1.081346318,0.403337943,10.08344859,1.081346318,131,10.20062107,255.0155267,115.7248  0.3496,,,22.52974565,0.4813814,,0.064658333,10.20062107,408.0248428
131.5,0.436462,131.5,0.437165,131.5,0.438256,131.5,0.436675,10.916875,,1.081346318,0.403825299,10.09563247,1.081346318,131.5,10.29645441,257.4113603,116.2793  0.3512,,,22.51236563,0.4813856,,0.06494,10.29645441,411.8581764
132,0.436416,132,0.437172,132,0.437865,132,0.436793,10.919825,,1.075130762,0.406269651,10.15674129,1.075130762,132,10.38208332,259.5520829,116.2793  0.3529,,,22.49380909,0.4824292,,0.065206667,10.38208332,415.2833328
132.5,0.435919,132.5,0.43717,132.5,0.438751,132.5,0.435973,10.899325,,1.041337255,0.418666477,10.46666193,1.041337255,132.5,10.45451507,261.3628767,116.834  0.3545,,,22.47645728,0.4822736,,0.06549,10.45451507,418.1806028
133,0.436078,133,0.437483,133,0.438472,133,0.435978,10.89945,,1.041337255,0.418671279,10.46678196,1.041337255,133,10.34528669,258.6321672,116.834  0.3561,,,22.4587993,0.4825734,,0.065771667,10.34528669,413.8114676
133.5,0.436756,133.5,0.438002,133.5,0.438671,133.5,0.436585,10.914625,,1.045647648,0.417525924,10.43814809,1.045647648,133.5,10.23293965,255.8234913,117.3887  0.3578,,,22.44019704,0.4839336,,0.066038333,10.23293965,409.317586
134,0.436823,134,0.437262,134,0.438428,134,0.436933,10.923325,,1.045647648,0.417858732,10.4464683,1.045647648,134,10.15877221,253.9693051,117.3887  0.3594,,,22.42166389,0.483962,,0.066321667,10.15877221,406.3508884
134.5,0.436376,134.5,0.437394,134.5,0.438096,134.5,0.436761,10.919025,,1.088663898,0.401189936,10.02974841,1.088663898,134.5,10.06580829,251.6452073,117.9433  0.361,,,22.4022812,0.4845294,,0.066605,10.06580829,402.6323316
135,0.436598,135,0.437307,135,0.438271,135,0.436223,10.905575,,1.088663898,0.400695753,10.01739381,1.088663898,135,10.07510023,251.8775058,118.498  0.361,,,22.3831401,0.485357,,0.06687,10.07510023,403.0040092
135.5,0.436753,135.5,0.437529,135.5,0.438237,135.5,0.436999,10.924975,,1.077256655,0.405659132,10.14147831,1.077256655,135.5,10.08363511,252.0908778,119.0527  0.3626,,,22.36292325,0.4854278,,0.067151667,10.08363511,403.3454044
136,0.436938,136,0.438199,136,0.438634,136,0.437203,10.930075,,1.08491268,0.402984506,10.07461264,1.08491268,136,10.06252416,251.5631039,119.6073  0.3643,,,22.34428986,0.4862014,,0.06742,10.06252416,402.5009664
136.5,0.436952,136.5,0.43789,136.5,0.438403,136.5,0.436869,10.921725,,1.08491268,0.402676647,10.06691617,1.08491268,136.5,10.06949322,251.7373306,120.162  0.3659,,,22.32364193,0.4859774,,0.067703333,10.06949322,402.7797288
137,0.436849,137,0.437672,137,0.438939,137,0.436693,10.917325,,1.086135283,0.402061333,10.05153333,1.086135283,137,10.18358298,254.5895746,120.7167  0.3659,,,22.30405657,0.4874972,,0.067985,10.18358298,407.3433192
137.5,0.436751,137.5,0.437719,137.5,0.438727,137.5,0.436932,10.9233,,1.086135283,0.40228138,10.05703449,1.086135283,137.5,10.30070515,257.5176288,121.2713  0.3659,,,22.2846353,0.486911,,0.068251667,10.30070515,412.028206
138,0.436914,138,0.437856,138,0.438973,138,0.436589,10.914725,,1.080399603,0.404099556,10.1024889,1.080399603,138,10.34290709,258.5726773,121.826  0.3659,,,22.26554864,0.4876438,,0.068533333,10.34290709,413.7162836
138.5,0.436433,138.5,0.437662,138.5,0.438521,138.5,0.436689,10.917225,,1.037436044,0.420931008,10.52327521,1.037436044,138.5,10.41380079,260.3450198,122.3807  0.3675,,,22.24538938,0.4881306,,0.068818333,10.41380079,416.5520316
139,0.436747,139,0.438048,139,0.439225,139,0.436554,10.91385,,1.037436044,0.42080088,10.520022,1.037436044,139,10.38052626,259.5131564,122.3806  0.3692,,,22.22610778,0.4885478,,0.069083333,10.38052626,415.2210504
139.5,0.437099,139.5,0.437903,139.5,0.438473,139.5,0.436885,10.922125,,1.068090503,0.40903369,10.22584225,1.068090503,139.5,10.29458596,257.3646491,122.9353  0.3708,,,22.20602272,0.4889338,,0.069365,10.29458596,411.7834384
140,0.436631,140,0.437862,140,0.439354,140,0.436818,10.92045,,1.051452245,0.415442548,10.38606371,1.051452245,140,10.27916719,256.9791797,123.49  0.3708,,,22.18639974,0.489239,,0.069648333,10.27916719,411.1666876
140.5,0.436826,140.5,0.437804,140.5,0.438974,140.5,0.436991,10.924775,,1.051452245,0.415607083,10.39017707,1.051452245,140.5,10.48143188,262.0357969,124.0446  0.3724,,,22.16572043,0.4898104,,0.069916667,10.48143188,419.2572752
141,0.437346,141,0.43788,141,0.438815,141,0.437556,10.9389,,1.074942967,0.407050433,10.17626082,1.074942967,141,10.68178444,267.0446111,124.5993  0.374,,,22.14388461,0.4898066,,0.0702,10.68178444,427.2713776
141.5,0.437119,141.5,0.438237,141.5,0.438706,141.5,0.437036,10.9259,,1.074942967,0.406566686,10.16416715,1.074942967,141.5,10.73902904,268.475726,125.1539  0.3757,,,22.12318361,0.4902714,,0.070483333,10.73902904,429.5611616
142,0.437142,142,0.437962,142,0.438785,142,0.437022,10.92555,,0.975920544,0.447804898,11.19512246,0.975920544,142,10.74271322,268.5678305,125.7086  0.3773,,,22.1022097,0.4911468,,0.07075,10.74271322,429.7085288
142.5,0.437207,142.5,0.438041,142.5,0.439246,142.5,0.436884,10.9221,,0.975920544,0.447663493,11.19158734,0.975920544,142.5,10.49125419,262.2813547,126.2633  0.3773,,,22.08166448,0.4920476,,0.071031667,10.49125419,419.6501676
143,0.437383,143,0.438382,143,0.438966,143,0.437032,10.9258,,1.050028719,0.416209568,10.40523921,1.050028719,143,10.25507627,256.3769068,126.818  0.3773,,,22.05970653,0.4921264,,0.071316667,10.25507627,410.2030508
143.5,0.437259,143.5,0.438245,143.5,0.439492,143.5,0.437256,10.9314,,1.073927029,0.407156155,10.17890387,1.073927029,143.5,10.21551469,255.3878671,127.3726  0.379,,,22.03764534,0.4928096,,0.071581667,10.21551469,408.6205876
144,0.437251,144,0.438143,144,0.43918,144,0.437702,10.94255,,1.073927029,0.407571453,10.18928633,1.073927029,144,10.20303066,255.0757664,127.3726  0.3806,,,22.01592038,0.4930336,,0.071863333,10.20303066,408.1212264
144.5,0.437143,144.5,0.438362,144.5,0.43967,144.5,0.43722,10.9305,,1.066715392,0.409875027,10.24687568,1.066715392,144.5,10.38540572,259.6351429,127.9272  0.3822,,,21.99412078,0.4942636,,0.07213,10.38540572,415.4162288
145,0.437164,145,0.43852,145,0.439453,145,0.437225,10.930625,,1.066715392,0.409879714,10.24699286,1.066715392,145,10.50040429,262.5101073,128.4819  0.3822,,,21.97126565,0.4944984,,0.072415,10.50040429,420.0161716
145.5,0.437015,145.5,0.438274,145.5,0.439298,145.5,0.437437,10.935925,,1.07966826,0.40515871,10.12896776,1.07966826,145.5,10.49378251,262.3445628,129.0366  0.3839,,,21.94906292,0.4949648,,0.072695,10.49378251,419.7513004
146,0.437446,146,0.438523,146,0.439052,146,0.437584,10.9396,,1.001906204,0.436751463,10.91878657,1.001906204,146,10.51741511,262.9353776,129.5912  0.3839,,,21.9260097,0.4954812,,0.072963333,10.51741511,420.6966044
146.5,0.436657,146.5,0.438182,146.5,0.439008,146.5,0.437094,10.92735,,1.020592388,0.428274799,10.70686998,1.020592388,146.5,10.34259358,258.5648396,130.1459  0.3855,,,21.90212929,0.4957122,,0.073248333,10.34259358,413.7037432
147,0.437384,147,0.438498,147,0.439598,147,0.437183,10.929575,,1.069377121,0.40882023,10.22050574,1.069377121,147,10.22149931,255.5374827,130.7006  0.3855,,,21.8787347,0.496471,,0.073528333,10.22149931,408.8599724
147.5,0.437147,147.5,0.438374,147.5,0.439069,147.5,0.437311,10.932775,,1.069377121,0.408939925,10.22349814,1.069377121,147.5,10.17174199,254.2935497,131.2551  0.3871,,,21.85480044,0.4976346,,0.073796667,10.17174199,406.8696796
148,0.436993,148,0.437865,148,0.438981,148,0.43714,10.9285,,1.069377121,0.408780019,10.21950048,1.069377121,148,10.1210991,253.0274775,131.2551  0.3888,,,21.83003514,0.4969644,,0.074081667,10.1210991,404.843964
148.5,0.437322,148.5,0.438344,148.5,0.439361,148.5,0.437268,10.9317,,1.069377121,0.408899715,10.22249288,1.069377121,148.5,10.07933564,251.9833909,131.8098  0.3904,,,21.80540853,0.4981576,,0.074363333,10.07933564,403.1734256
149,0.43728,149,0.43841,149,0.439155,149,0.437402,10.93505,,1.091161572,0.400859058,10.02147646,1.091161572,149,10.03808339,250.9520846,132.3645  0.392,,,21.78102547,0.4983232,,0.074628333,10.03808339,401.5233356
149.5,0.43739,149.5,0.438499,149.5,0.439652,149.5,0.437378,10.93445,,1.091161572,0.400837063,10.02092658,1.091161572,149.5,10.04884483,251.2211207,132.3645  0.3936,,,21.75507996,0.498779,,0.074913333,10.04884483,401.9537932
150,0.43678,150,0.43809,150,0.439328,150,0.437041,10.926025,,1.086902066,0.402097865,10.05244662,1.086902066,150,10.1027952,252.56988,132.9192  0.3953,,,21.73006668,0.5000654,,0.075198333,10.1027952,404.111808
150.5,0.437199,150.5,0.438493,150.5,0.439609,150.5,0.43726,10.9315,,1.086902066,0.402299355,10.05748388,1.086902066,150.5,10.14646096,253.6615239,133.4738  0.3969,,,21.70482669,0.5002102,,0.07548,10.14646096,405.8584384
151,0.437845,151,0.438762,151,0.439507,151,0.437566,10.93915,,1.086902066,0.402580889,10.06452223,1.086902066,151,10.18654793,254.6636982,134.0285  0.3969,,,21.67972618,0.5010722,,0.075745,10.18654793,407.4619172
151.5,0.43742,151.5,0.438065,151.5,0.439447,151.5,0.437485,10.937125,,1.06842,0.409469123,10.23672806,1.06842,151.5,10.22364664,255.591166,134.5832  0.3969,,,21.65338419,0.5015014,,0.07603,10.22364664,408.9458656
152,0.437425,152,0.438257,152,0.439143,152,0.437617,10.940425,,1.069747502,0.409084386,10.22710965,1.069747502,152,10.21395803,255.3489507,135.1378  0.3985,,,21.62796064,0.5022762,,0.076298333,10.21395803,408.5583212
152.5,0.437033,152.5,0.438414,152.5,0.439218,152.5,0.43722,10.9305,,1.069747502,0.408713271,10.21783176,1.069747502,152.5,10.17202398,254.3005994,135.6925  0.4002,,,21.6013155,0.5024428,,0.07658,10.17202398,406.8809592
153,0.437345,153,0.438439,153,0.439406,153,0.4374,10.935,,1.070702907,0.408516683,10.21291707,1.070702907,153,10.1322599,253.3064975,136.2471  0.4018,,,21.57574531,0.5032598,,0.076861667,10.1322599,405.290396
153.5,0.437058,153.5,0.438094,153.5,0.439365,153.5,0.43676,10.919,,1.070702907,0.407918945,10.19797362,1.070702907,153.5,10.13448167,253.3620418,136.8018  0.4018,,,21.54883635,0.504126,,0.07715,10.13448167,405.3792668
154,0.437173,154,0.438238,154,0.439151,154,0.437363,10.934075,,1.086953879,0.402374938,10.05937346,1.086953879,154,10.13936951,253.4842377,137.3565  0.4034,,,21.52184903,0.5040356,,0.077415,10.13936951,405.5747804
154.5,0.437287,154.5,0.438135,154.5,0.439146,154.5,0.437337,10.933425,,1.086953879,0.402351018,10.05877546,1.086953879,154.5,10.19186579,254.7966447,137.9111  0.4034,,,21.49354504,0.5046458,,0.077698333,10.19186579,407.6746316
155,0.437007,155,0.43813,155,0.439035,155,0.437136,10.9284,,1.069126334,0.408872166,10.22180416,1.069126334,155,10.2461446,256.1536149,138.4658  0.4051,,,21.4655461,0.505259,,0.077981667,10.2461446,409.845784
155.5,0.436926,155.5,0.438272,155.5,0.438852,155.5,0.436953,10.923825,,1.069126334,0.408700998,10.21752496,1.069126334,155.5,10.24964049,256.2410123,139.0204  0.4067,,,21.43721036,0.5065588,,0.078248333,10.24964049,409.9856196
156,0.436661,156,0.438024,156,0.439004,156,0.437053,10.926325,,1.063973462,0.410774343,10.26935858,1.063973462,156,10.2541007,256.3525176,139.5751  0.4083,,,21.40749033,0.5067986,,0.078533333,10.2541007,410.164028
156.5,0.437167,156.5,0.437981,156.5,0.43913,156.5,0.437331,10.933275,,1.063973462,0.411035628,10.27589069,1.063973462,156.5,10.24819276,256.2048189,140.1298  0.4083,,,21.37952404,0.508072,,0.078815,10.24819276,409.9277104
157,0.436883,157,0.438046,157,0.43918,157,0.436659,10.916475,,1.06650072,0.40943151,10.23578774,1.06650072,157,10.23699496,255.924874,140.6844  0.4067,,,21.34919704,0.507671,,0.079083333,10.23699496,409.4797984
157.5,0.436901,157.5,0.437791,157.5,0.439013,157.5,0.436641,10.916025,,1.06650072,0.409414632,10.2353658,1.06650072,157.5,10.34125201,258.5313002,141.2391  0.4067,,,21.31984277,0.5085676,,0.079366667,10.34125201,413.6500804
158,0.43664,158,0.437904,158,0.438885,158,0.437083,10.927075,,1.06650072,0.409829071,10.24572679,1.06650072,158,10.55204966,263.8012415,141.7938  0.4067,,,21.28947535,0.509138,,0.07965,10.55204966,422.0819864
158.5,0.436594,158.5,0.437884,158.5,0.439166,158.5,0.436459,10.911475,,1.06650072,0.40924398,10.23109951,1.06650072,158.5,10.75742404,268.935601,142.3485  0.4083,,,21.25782468,0.5099264,,0.079935,10.75742404,430.2969616
159,0.436679,159,0.437842,159,0.439057,159,0.436789,10.919725,,1.025055259,0.426112637,10.65281593,1.025055259,159,10.83944541,270.9861352,142.9031  0.41,,,21.22687978,0.5110954,,0.080203333,10.83944541,433.5778164
159.5,0.436898,159.5,0.437875,159.5,0.438785,159.5,0.436999,10.924975,,0.986137056,0.443142256,11.0785564,0.986137056,159.5,10.7684449,269.2111225,143.4578  0.41,,,21.19546424,0.511676,,0.080485,10.7684449,430.737796
160,0.436233,160,0.437598,160,0.438728,160,0.436552,10.9138,,0.986137056,0.442688972,11.06722431,0.986137056,160,10.56511853,264.1279633,143.4578  0.4116,,,21.16282561,0.5120198,,0.08077,10.56511853,422.6047412
160.5,0.436639,160.5,0.437668,160.5,0.438691,160.5,0.436768,10.9192,,1.034094962,0.4223674,10.55918499,1.034094962,160.5,10.3617812,259.0445299,144.0124  0.4132,,,21.13134234,0.5129724,,0.081036667,10.3617812,414.471248
161,0.436475,161,0.437686,161,0.438424,161,0.436342,10.90855,,1.052053794,0.414752556,10.3688139,1.052053794,161,10.30007946,257.5019865,144.0124  0.4149,,,21.09723773,0.5134808,,0.081321667,10.30007946,412.0031784
161.5,0.436526,161.5,0.437419,161.5,0.438355,161.5,0.436743,10.918575,,1.063644237,0.410610038,10.26525094,1.063644237,161.5,10.2851547,257.1288674,144.5671  0.4165,,,21.0635036,0.5140666,,0.081605,10.2851547,411.406188
162,0.436341,162,0.437254,162,0.437815,162,0.436259,10.906475,,1.063644237,0.410154998,10.25387495,1.063644237,162,10.24831286,256.2078216,145.1218  0.4165,,,21.0297096,0.5151924,,0.081873333,10.24831286,409.9325144
162.5,0.436164,162.5,0.436975,162.5,0.437752,162.5,0.436108,10.9027,,1.057244018,0.412495122,10.31237805,1.057244018,162.5,10.2710156,256.77539,145.6764  0.4165,,,20.99406622,0.515517,,0.082156667,10.2710156,410.840624
163,0.435858,163,0.437077,163,0.438301,163,0.43597,10.89925,,1.057244018,0.412364594,10.30911485,1.057244018,163,10.28083747,257.0209368,146.2311  0.4181,,,20.95934777,0.5157644,,0.082443333,10.28083747,411.2334988
163.5,0.435874,163.5,0.437077,163.5,0.437878,163.5,0.436461,10.911525,,1.078439467,0.404715344,10.11788361,1.078439467,163.5,10.28942755,257.2356887,146.7858  0.4181,,,20.92283231,0.5171168,,0.082708333,10.28942755,411.577102
164,0.435955,164,0.436926,164,0.438348,164,0.435745,10.893625,,1.053064839,0.413787436,10.3446859,1.053064839,164,10.34497672,258.6244181,147.3404  0.4198,,,20.88696753,0.5176192,,0.082991667,10.34497672,413.7990688
164.5,0.435924,164.5,0.436902,164.5,0.437947,164.5,0.436039,10.900975,,1.053064839,0.414066621,10.35166553,1.053064839,164.5,10.34371849,258.5929623,147.8951  0.4198,,,20.84978599,0.5187682,,0.083276667,10.34371849,413.7487396
165,0.435371,165,0.436571,165,0.437419,165,0.435694,10.89235,,1.053064839,0.413739006,10.34347515,1.053064839,165,10.34161748,258.540437,147.8951  0.4214,,,20.81240989,0.519165,,0.083561667,10.34161748,413.6646992
165.5,0.435358,165.5,0.436034,165.5,0.437193,165.5,0.435551,10.888775,,1.053064839,0.413603212,10.3400803,1.053064839,165.5,10.40757185,260.1892962,147.8951  0.423,,,20.7741552,0.5202696,,0.083848333,10.40757185,416.302874
166,0.435546,166,0.436381,166,0.437333,166,0.435533,10.888325,,1.053064839,0.413586119,10.33965298,1.053064839,166,10.47040384,261.7600959,148.4497  0.4247,,,20.73607786,0.5207982,,0.084113333,10.47040384,418.8161536
166.5,0.435259,166.5,0.436286,166.5,0.437119,166.5,0.435685,10.892125,,1.053064839,0.41373046,10.34326149,1.053064839,166.5,10.53527948,263.3819869,149.0044  0.4247,,,20.69791529,0.5222188,,0.084398333,10.53527948,421.4111792
167,0.434933,167,0.435782,167,0.4365,167,0.435394,10.88485,,1.026166656,0.424291705,10.60729262,1.026166656,167,10.44543987,261.1359967,148.4497  0.4263,,,20.65828481,0.522759,,0.084685,10.44543987,417.8175948
167.5,0.434915,167.5,0.435941,167.5,0.437314,167.5,0.434742,10.86855,,1.026166656,0.42365633,10.59140826,1.026166656,167.5,10.28747419,257.1868548,148.4497  0.4247,,,20.61889162,0.5236252,,0.084951667,10.28747419,411.4989676
168,0.435081,168,0.435682,168,0.436982,168,0.43506,10.8765,,1.026166656,0.423966222,10.59915554,1.026166656,168,10.13562086,253.3905214,149.0044  0.423,,,20.5780547,0.5241528,,0.085235,10.13562086,405.4248344
