time,A3364,time,B3085,time,C2805,time,D1964,,,,,,,time,,,,,,,,,,,
285.5,0.237958,285.5,0.238831,285.5,0.239786,285.5,0.237936,5.9484,,1.05375695,0.225797799,5.644944976,1.05375695,285.5,5.621908354,140.5477089,250.5085  0.5405,,,6.135456537,0.7663298,,0.154153333,5.621908354,224.8763342
286,0.2372,286,0.238406,286,0.239664,286,0.237245,5.931125,,1.05375695,0.22514205,5.628551252,1.05375695,286,5.604138602,140.1034651,251.0632  0.5405,,,6.08618905,0.7678208,,0.154443333,5.604138602,224.1655441
286.5,0.236424,286.5,0.237893,286.5,0.238781,286.5,0.236742,5.91855,,1.05375695,0.22466471,5.616617761,1.05375695,286.5,5.585645248,139.6411312,251.6179  0.5389,,,6.037611593,0.7681186,,0.154733333,5.585645248,223.4258099
287,0.236058,287,0.236903,287,0.237691,287,0.235937,5.898425,,1.05375695,0.223900777,5.597519429,1.05375695,287,5.567495902,139.1873975,252.1726  0.5389,,,5.988763427,0.7694082,,0.155023333,5.567495902,222.6998361
287.5,0.23492,287.5,0.236228,287.5,0.237078,287.5,0.23494,5.8735,,1.05375695,0.222954639,5.573865967,1.05375695,287.5,5.5493169,138.7329225,252.7273  0.5389,,,5.940114149,0.7701322,,0.155315,5.5493169,221.972676
288,0.233946,288,0.235249,288,0.235949,288,0.234127,5.853175,,1.05375695,0.222183114,5.554577838,1.05375695,288,5.532857933,138.3214483,253.2819  0.5372,,,5.891543237,0.7704584,,0.155605,5.532857933,221.3143173
288.5,0.233366,288.5,0.234271,288.5,0.235046,288.5,0.233682,5.84205,,1.05375695,0.221760815,5.544020375,1.05375695,288.5,5.516855666,137.9213917,253.8366  0.5372,,,5.843483685,0.771313,,0.155913333,5.516855666,220.6742266
289,0.232887,289,0.23398,289,0.235133,289,0.232872,5.8218,,1.05375695,0.220992137,5.52480342,1.05375695,289,5.497152356,137.4288089,254.3913  0.5389,,,5.79651354,0.7720852,,0.1562,5.497152356,219.8860942
289.5,0.232245,289.5,0.233017,289.5,0.234147,289.5,0.232165,5.804125,,1.05375695,0.220321204,5.508030102,1.05375695,289.5,5.480823876,137.0205969,254.9459  0.5405,,,5.75021204,0.773276,,0.156491667,5.480823876,219.232955
290,0.231498,290,0.232443,290,0.233046,290,0.231429,5.785725,,1.05375695,0.219622751,5.49056877,1.05375695,290,5.466037496,136.6509374,255.5006  0.5405,,,5.701755618,0.7740304,,0.156783333,5.466037496,218.6414998
290.5,0.230474,290.5,0.231554,290.5,0.232275,290.5,0.23036,5.759,,1.05375695,0.218608285,5.465207134,1.05375695,290.5,5.448718512,136.2179628,256.0553  0.5389,,,5.6549551,0.7744074,,0.157073333,5.448718512,217.9487405
291,0.229873,291,0.230942,291,0.232037,291,0.230119,5.752975,,1.05375695,0.21837958,5.459489497,1.05375695,291,5.432301064,135.8075266,256.0553  0.5372,,,5.610265513,0.7751452,,0.15736,5.432301064,217.2920426
291.5,0.229754,291.5,0.230386,291.5,0.231132,291.5,0.229672,5.7418,,1.05375695,0.217955383,5.448884585,1.05375695,291.5,5.415059185,135.3764796,256.0553  0.5356,,,5.564927874,0.7763714,,0.15765,5.415059185,216.6023674
292,0.228494,292,0.229405,292,0.230582,292,0.228509,5.712725,,1.05375695,0.216851713,5.421292833,1.05375695,292,5.394033226,134.8508307,256.6099  0.534,,,5.51808198,0.777086,,0.157943333,5.394033226,215.761329
292.5,0.227339,292.5,0.228541,292.5,0.229505,292.5,0.227592,5.6898,,1.05375695,0.215981494,5.399537342,1.05375695,292.5,5.376625275,134.4156319,257.1647  0.534,,,5.473282763,0.7770276,,0.158231667,5.376625275,215.065011
293,0.227001,293,0.22805,293,0.229118,293,0.227212,5.6803,,1.05375695,0.215620879,5.39052198,1.05375695,293,5.360528109,134.0132027,257.1647  0.5356,,,5.429061651,0.7787474,,0.15852,5.360528109,214.4211244
293.5,0.226254,293.5,0.227296,293.5,0.22856,293.5,0.226127,5.653175,,1.05375695,0.21459123,5.36478075,1.05375695,293.5,5.342046618,133.5511654,257.7193  0.5372,,,5.38413906,0.7797346,,0.158811667,5.342046618,213.6818647
294,0.225594,294,0.226423,294,0.22719,294,0.225574,5.63935,,1.05375695,0.214066441,5.351661026,1.05375695,294,5.39213845,134.8034613,258.274  0.5372,,,5.340119806,0.7809234,,0.159101667,5.39213845,215.685538
294.5,0.22502,294.5,0.226075,294.5,0.22692,294.5,0.224878,5.62195,,1.05375695,0.213405947,5.33514868,1.05375695,294.5,5.438235884,135.9558971,258.8287  0.5356,,,5.29625787,0.7809264,,0.159391667,5.438235884,217.5294354
295,0.224218,295,0.225258,295,0.226035,295,0.224096,5.6024,,1.05375695,0.212663841,5.316596015,1.05375695,295,5.485371369,137.1342842,258.8287  0.534,,,5.25209494,0.781518,,0.159681667,5.485371369,219.4148548
295.5,0.223812,295.5,0.224596,295.5,0.225282,295.5,0.223774,5.59435,,1.005247285,0.222605923,5.56514808,1.005247285,295.5,5.53304777,138.3261942,258.8288  0.5323,,,5.208938752,0.7824272,,0.159971667,5.53304777,221.3219108
296,0.222586,296,0.223481,296,0.224739,296,0.222604,5.5651,,1.005247285,0.22144203,5.536050762,1.005247285,296,5.514078557,137.8519639,259.3835  0.5307,,,5.16586945,0.782627,,0.160261667,5.514078557,220.5631423
296.5,0.222118,296.5,0.223092,296.5,0.224096,296.5,0.222107,5.552675,,1.005247285,0.220947625,5.523690619,1.005247285,296.5,5.497633598,137.44084,259.9381  0.5307,,,5.124087499,0.7835712,,0.160566667,5.497633598,219.9053439
297,0.221324,297,0.222202,297,0.222904,297,0.221448,5.5362,,1.005247285,0.220292065,5.507301617,1.005247285,297,5.482500506,137.0625126,260.4928  0.5307,,,5.081348961,0.7838744,,0.160856667,5.482500506,219.3000202
297.5,0.220965,297.5,0.221988,297.5,0.222714,297.5,0.220723,5.518075,,1.005247285,0.219570849,5.489271228,1.005247285,297.5,5.46628559,136.6571398,261.0475  0.5323,,,5.039484953,0.7847398,,0.161146667,5.46628559,218.6514236
298,0.219866,298,0.220821,298,0.221639,298,0.219959,5.498975,,1.005247285,0.218810837,5.470270928,1.005247285,298,5.452992841,136.324821,261.0474  0.534,,,4.997168858,0.7847494,,0.161438333,5.452992841,218.1197136
298.5,0.219682,298.5,0.220771,298.5,0.221834,298.5,0.219673,5.491825,,1.005247285,0.21852633,5.46315825,1.005247285,298.5,5.43828253,135.9570633,261.6021  0.5356,,,4.957079094,0.7853114,,0.161723333,5.43828253,217.5313012
299,0.218877,299,0.21978,299,0.220922,299,0.21884,5.471,,1.005247285,0.217697678,5.442441954,1.005247285,299,5.43,135.75,262.1567  0.5372,,,4.915443811,0.7854766,,0.162015,5.43,217.2
299.5,0.218477,299.5,0.219191,299.5,0.219982,299.5,0.218585,5.464625,,1.005247285,0.217444009,5.436100231,1.005247285,299.5,5.42,135.5,262.7114  0.5389,,,4.875484115,0.7880278,,0.162303333,5.42,216.8
300,0.217392,300,0.218415,300,0.219197,300,0.217593,5.439825,,1.005247285,0.216457187,5.411429685,1.005247285,300,5.41,135.25,263.2661  0.5389,,,4.834127338,0.7879468,,0.162595,5.41,216.4
300,0.217383,300,0.218403,300,0.219205,300,0.217598,5.43995,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,300,5.4,135,263.8208  0.5389,,,4.834105236,0.7879586,,0.162595,5.4,216
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,,,,,,,
